Date,Book_Name,Author,ISBN,"
12/05/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-153,BR-2,Galle,46,29,40,68,52,1366,1
01/12/2025,Ape Gama,P. B. Jayasekara,978-955-0011-23-154,BR-1,Galle,62,24,51,0,43,1506.8,1
07/09/2025,Malagiya Attho,Simon Navagattegama,978-955-0011-23-155,BR-3,Kandy,73,7,88,88,24,551,1
12/03/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-156,BR-1,Galle,80,25,73,98,95,2053.2,1
22/06/2025,Madol Duwa,Edward Mallawaarachchi,978-955-0011-23-157,BR-2,Galle,3,28,80,96,83,135.8,1
04/11/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-158,BR-2,Colombo,79,13,87,70,37,1065.8,1
25/12/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-159,BR-1,Galle,84,27,59,48,23,2294,1
06/10/2025,Viragaya,Chingiz Aitmatov (Trans.),978-955-0011-23-160,BR-3,Colombo,3,26,60,79,65,118.8,1
08/12/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-161,BR-3,Colombo,63,24,85,57,65,1553.4,1
25/02/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-162,BR-2,Kandy,68,17,90,27,81,1195.6,1
01/01/2025,Malagiya Attho,Mahanama Thera,978-955-0011-23-163,BR-2,Galle,78,27,61,68,78,2147.4,1
07/12/2025,Madol Duwa,Simon Navagattegama,978-955-0011-23-164,BR-2,Galle,14,5,88,64,29,106.2,1
13/11/2025,Viragaya,Vladimir Nabokov (Trans.),978-955-0011-23-165,BR-3,Galle,37,0,69,10,28,21.4,0
06/09/2025,Madol Duwa,Sybil Wettasinghe,978-955-0011-23-166,BR-1,Galle,65,1,61,18,88,98.4,1
16/02/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-167,BR-3,Colombo,25,5,85,37,53,160,1
16/12/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-168,BR-3,Galle,7,5,66,1,49,58.2,1
25/05/2025,Madol Duwa,Dharmasena Thera,978-955-0011-23-169,BR-2,Galle,13,20,78,39,77,298.8,1
17/11/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-170,BR-1,Galle,95,26,76,48,61,2507,1
25/09/2025,Ape Gama,P. B. Jayasekara,978-955-0011-23-171,BR-2,Kandy,27,3,90,45,53,118.6,1
28/07/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-172,BR-3,Galle,78,26,52,99,33,2064.8,1
03/06/2025,Senkottan,Anura Horatious,978-955-0011-23-173,BR-2,Galle,25,1,100,68,62,71,1
08/09/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-174,BR-3,Colombo,31,7,100,70,28,256.6,1
01/05/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-175,BR-3,Galle,89,4,64,71,36,390.2,1
08/09/2025,Gamperaliya,Dharmasena Thera,978-955-0011-23-176,BR-1,Galle,38,10,67,84,31,416.4,1
10/04/2025,Ape Gama,Chingiz Aitmatov (Trans.),978-955-0011-23-177,BR-3,Galle,52,20,40,29,51,1064,1
25/02/2025,Madol Duwa,K. Jayatillake,978-955-0011-23-178,BR-2,Kandy,90,9,92,68,85,859,1
15/07/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-179,BR-2,Kandy,84,8,92,36,53,708.2,1
16/03/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-180,BR-1,Galle,92,19,95,6,54,1779,1
28/06/2025,Malagiya Attho,Karunasena Jayalath,978-955-0011-23-181,BR-2,Colombo,0,24,76,32,94,40.4,0
28/05/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-182,BR-2,Colombo,66,16,95,38,52,1093,1
18/05/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-183,BR-1,Galle,11,6,95,27,38,98,1
20/02/2025,Malagiya Attho,Ediriweera Sarachchandra,978-955-0011-23-184,BR-2,Colombo,84,19,100,91,45,1643.2,1
15/02/2025,Viragaya,Karunasena Jayalath,978-955-0011-23-185,BR-1,Galle,23,9,88,12,43,235.6,1
25/06/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-186,BR-3,Colombo,76,29,56,90,78,2248.8,1
10/10/2025,Madol Duwa,Vladimir Nabokov (Trans.),978-955-0011-23-187,BR-2,Kandy,57,23,49,5,28,1327.4,1
16/01/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-188,BR-3,Colombo,17,24,95,48,95,455.6,1
26/01/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-189,BR-2,Kandy,71,23,48,78,45,1667.2,1
16/12/2025,Gamperaliya,Sybil Wettasinghe,978-955-0011-23-190,BR-2,Kandy,61,6,74,40,90,406.8,1
29/03/2025,Ape Gama,Liyanage Amarakeerthi,978-955-0011-23-191,BR-3,Kandy,41,1,100,44,91,88,1
16/01/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-192,BR-2,Galle,78,2,50,79,64,194.6,1
22/08/2025,Viragaya,Chingiz Aitmatov (Trans.),978-955-0011-23-193,BR-3,Galle,96,25,72,63,73,2441.6,1
21/08/2025,Senkottan,Upul Shantha Sannasgala,978-955-0011-23-194,BR-3,Colombo,85,29,66,59,99,2509.8,1
14/09/2025,Viragaya,Liyanage Amarakeerthi,978-955-0011-23-195,BR-1,Colombo,53,1,56,9,100,86,1
21/04/2025,Malagiya Attho,Upul Shantha Sannasgala,978-955-0011-23-196,BR-1,Galle,52,9,89,78,60,513.4,1
15/02/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-197,BR-2,Kandy,60,16,85,63,81,1005.8,1
04/08/2025,Viragaya,K. Jayatillake,978-955-0011-23-198,BR-2,Galle,60,6,52,52,72,395.2,1
19/06/2025,Viragaya,Anura Horatious,978-955-0011-23-199,BR-3,Kandy,40,23,94,79,56,965.8,1
30/08/2025,Viragaya,Upul Shantha Sannasgala,978-955-0011-23-200,BR-2,Kandy,4,3,68,42,64,46.8,0
16/04/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-201,BR-3,Colombo,31,11,75,43,37,372,1
29/07/2025,Ape Gama,Vladimir Nabokov (Trans.),978-955-0011-23-202,BR-3,Kandy,36,16,91,13,21,601,1
16/05/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-203,BR-2,Kandy,12,15,74,3,50,205.4,1
28/11/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-204,BR-2,Kandy,13,9,41,99,27,150.4,1
08/02/2025,Gamperaliya,Martin Wickramasinghe,978-955-0011-23-205,BR-1,Kandy,97,13,89,53,88,1307,1
11/06/2025,Madol Duwa,Prasanna Vithanage (Adapt.),978-955-0011-23-206,BR-3,Kandy,83,11,78,38,95,955.2,1
03/07/2025,Ape Gama,Martin Wickramasinghe,978-955-0011-23-207,BR-1,Galle,50,2,43,13,84,128,1
18/04/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-208,BR-1,Colombo,1,14,65,92,81,61.6,1
22/12/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-209,BR-2,Kandy,44,5,81,84,44,261.8,1
05/09/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-210,BR-2,Galle,18,3,87,97,30,96.8,1
11/11/2025,Viragaya,Sumithra Rahubadda,978-955-0011-23-211,BR-3,Kandy,17,21,95,70,44,398.8,1
17/11/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-212,BR-1,Colombo,25,29,94,44,26,757.8,1
07/03/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-213,BR-1,Kandy,81,18,48,60,44,1488.4,1
28/11/2025,Ape Gama,Upul Shantha Sannasgala,978-955-0011-23-214,BR-3,Kandy,73,12,45,76,74,915,1
18/08/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-215,BR-1,Kandy,38,23,51,100,58,915.8,1
21/12/2025,Senkottan,Prasanna Vithanage (Adapt.),978-955-0011-23-216,BR-2,Colombo,78,13,80,46,33,1045.8,1
02/03/2025,Senkottan,Siri Gunasinghe,978-955-0011-23-217,BR-3,Colombo,52,19,43,18,62,1012.6,1
24/05/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-218,BR-2,Galle,16,14,42,25,30,243.4,1
29/01/2025,Viragaya,Maxim Gorky (Trans.),978-955-0011-23-219,BR-2,Colombo,2,3,94,25,41,38,0
27/02/2025,Madol Duwa,Sumithra Rahubadda,978-955-0011-23-220,BR-1,Colombo,59,19,85,19,82,1158.2,1
09/07/2025,Viragaya,K. Jayatillake,978-955-0011-23-221,BR-3,Colombo,44,13,93,77,69,619.8,1
02/11/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-222,BR-3,Kandy,36,21,55,71,25,786.2,1
06/11/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-223,BR-3,Kandy,82,21,48,16,81,1751,1
30/04/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-224,BR-1,Kandy,49,3,80,72,79,193.2,1
08/05/2025,Malagiya Attho,Maxim Gorky (Trans.),978-955-0011-23-225,BR-1,Kandy,81,4,63,66,87,367.2,1
26/12/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-226,BR-3,Galle,45,16,45,74,70,757.8,1
30/12/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-227,BR-1,Galle,13,0,51,27,32,22,0
30/12/2025,Gamperaliya,Wimalaratne Kumaragama,978-955-0011-23-228,BR-1,Kandy,82,16,51,2,37,1330,1
05/05/2025,Viragaya,Edward Mallawaarachchi,978-955-0011-23-229,BR-1,Galle,4,10,93,85,98,95.2,1
09/11/2025,Senkottan,Karunasena Jayalath,978-955-0011-23-230,BR-2,Colombo,82,18,45,10,23,1491.6,1
04/04/2025,Malagiya Attho,Mahanama Thera,978-955-0011-23-231,BR-3,Galle,45,14,64,61,85,672,1
25/10/2025,Ape Gama,Vladimir Nabokov (Trans.),978-955-0011-23-232,BR-1,Colombo,11,22,90,7,21,265.6,1
16/04/2025,Madol Duwa,K. Jayatillake,978-955-0011-23-233,BR-2,Kandy,8,14,97,82,42,156.2,1
30/01/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-234,BR-3,Kandy,99,29,71,34,24,2896.8,1
04/02/2025,Gamperaliya,Edward Mallawaarachchi,978-955-0011-23-235,BR-1,Colombo,23,29,67,30,58,698,1
04/08/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-236,BR-3,Galle,15,16,49,75,30,270.8,1
27/01/2025,Ape Gama,Dharmasena Thera,978-955-0011-23-237,BR-3,Galle,78,5,83,30,20,416.6,1
08/09/2025,Ape Gama,Liyanage Amarakeerthi,978-955-0011-23-238,BR-3,Galle,78,0,85,41,35,32.2,0
12/01/2025,Gamperaliya,Simon Navagattegama,978-955-0011-23-239,BR-1,Colombo,10,30,87,30,100,343.4,1
26/09/2025,Gamperaliya,P. B. Jayasekara,978-955-0011-23-240,BR-3,Colombo,83,11,47,94,33,947.8,1
30/03/2025,Gamperaliya,Mahanama Thera,978-955-0011-23-241,BR-1,Galle,81,5,59,61,69,442.8,1
16/05/2025,Gamperaliya,P. B. Jayasekara,978-955-0011-23-242,BR-3,Kandy,7,4,52,4,28,44.8,0
04/11/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-243,BR-2,Colombo,7,23,77,81,94,211.4,1
12/07/2025,Malagiya Attho,Sumithra Rahubadda,978-955-0011-23-244,BR-1,Colombo,60,14,99,58,46,880.6,1
27/09/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-245,BR-3,Colombo,44,7,48,51,31,334,1
12/09/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-246,BR-1,Galle,73,28,95,11,52,2075.6,1
09/10/2025,Viragaya,Maxim Gorky (Trans.),978-955-0011-23-247,BR-2,Colombo,71,30,84,100,54,2177.6,1
13/05/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-248,BR-1,Kandy,56,7,64,66,43,426.6,1
09/11/2025,Viragaya,Liyanage Amarakeerthi,978-955-0011-23-249,BR-2,Colombo,55,10,82,45,68,589,1
18/10/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-250,BR-3,Colombo,25,23,90,68,40,614.6,1
25/10/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-251,BR-2,Kandy,90,27,85,32,50,2463.4,1
04/11/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-252,BR-2,Kandy,58,30,91,98,84,1794.6,1
12/03/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-253,BR-3,Colombo,51,0,96,50,23,33.8,0
07/04/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-254,BR-3,Galle,1,6,48,49,85,42.4,0
28/12/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-255,BR-2,Galle,47,3,86,53,77,184.2,1
12/08/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-256,BR-2,Galle,94,9,96,4,36,873.2,1
18/08/2025,Malagiya Attho,Sumithra Rahubadda,978-955-0011-23-257,BR-1,Galle,12,21,92,75,21,289.6,1
14/08/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-258,BR-1,Galle,10,22,77,34,42,250.6,1
18/03/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-259,BR-3,Galle,94,9,62,40,50,876.4,1
22/04/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-260,BR-3,Kandy,48,23,54,46,29,1129.8,1
02/11/2025,Viragaya,T. B. Ilangaratne,978-955-0011-23-261,BR-3,Kandy,31,18,41,6,95,586.4,1
02/08/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-262,BR-2,Kandy,56,0,59,88,99,49.2,0
07/10/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-263,BR-2,Kandy,95,3,86,36,89,327.2,1
16/07/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-264,BR-2,Kandy,85,29,86,40,76,2505.4,1
14/07/2025,Viragaya,Dharmasena Thera,978-955-0011-23-265,BR-3,Kandy,14,26,46,90,38,398.8,1
10/07/2025,Malagiya Attho,Simon Navagattegama,978-955-0011-23-266,BR-3,Kandy,25,19,95,8,59,507.4,1
20/07/2025,Viragaya,Edward Mallawaarachchi,978-955-0011-23-267,BR-1,Galle,26,17,96,26,24,471.2,1
06/06/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-268,BR-1,Colombo,56,17,57,75,64,991.2,1
02/01/2025,Ape Gama,Dharmasena Thera,978-955-0011-23-269,BR-3,Kandy,93,6,41,68,74,594.6,1
12/11/2025,Ape Gama,Mahanama Thera,978-955-0011-23-270,BR-3,Colombo,41,18,64,75,24,770.6,1
04/10/2025,Senkottan,Anura Horatious,978-955-0011-23-271,BR-2,Colombo,41,30,100,22,28,1260,1
19/12/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-272,BR-3,Kandy,2,20,79,26,22,65.4,1
22/02/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-273,BR-2,Galle,72,29,53,44,91,2125.6,1
11/11/2025,Madol Duwa,K. Jayatillake,978-955-0011-23-274,BR-1,Galle,27,3,42,13,37,99.4,1
08/01/2025,Ape Gama,Karunasena Jayalath,978-955-0011-23-275,BR-1,Kandy,99,25,59,8,46,2497.6,1
21/06/2025,Senkottan,Sumithra Rahubadda,978-955-0011-23-276,BR-1,Colombo,2,4,98,68,68,54.8,1
02/03/2025,Gamperaliya,Mahanama Thera,978-955-0011-23-277,BR-3,Galle,83,19,92,36,47,1612,1
18/04/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-278,BR-1,Galle,7,28,99,23,66,233.6,1
28/10/2025,Senkottan,K. Jayatillake,978-955-0011-23-279,BR-2,Galle,47,21,40,14,73,1012.4,1
01/09/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-280,BR-2,Galle,56,30,68,32,89,1717.8,1
17/08/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-281,BR-2,Kandy,84,5,49,0,86,447,1
14/03/2025,Malagiya Attho,Simon Navagattegama,978-955-0011-23-282,BR-3,Kandy,7,27,89,46,27,221.4,1
19/12/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-283,BR-2,Colombo,10,30,71,75,39,337,1
30/12/2025,Madol Duwa,P. B. Jayasekara,978-955-0011-23-284,BR-3,Galle,64,3,71,69,77,235.4,1
04/10/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-285,BR-2,Kandy,44,19,74,55,47,871.2,1
02/12/2025,Gamperaliya,Anura Horatious,978-955-0011-23-286,BR-3,Galle,48,30,63,96,57,1483.2,1
19/10/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-287,BR-2,Galle,31,29,81,21,42,927.8,1
24/01/2025,Ape Gama,Leo Tolstoy (Trans.),978-955-0011-23-288,BR-3,Colombo,36,23,65,59,82,869.2,1
01/11/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-289,BR-1,Colombo,48,10,81,0,85,513.2,1
24/01/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-290,BR-3,Galle,43,2,66,35,90,124.2,1
28/10/2025,Viragaya,Sybil Wettasinghe,978-955-0011-23-291,BR-2,Galle,15,12,92,66,63,224.2,1
01/10/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-292,BR-1,Colombo,15,6,84,90,84,141.6,1
03/12/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-293,BR-2,Kandy,77,4,87,97,58,356.4,1
21/01/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-294,BR-3,Galle,54,12,85,6,55,677.2,1
23/09/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-295,BR-2,Kandy,37,11,95,3,85,443.6,1
27/01/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-296,BR-2,Galle,43,26,55,80,100,1165,1
04/02/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-297,BR-3,Colombo,75,2,59,56,100,193,1
28/10/2025,Gamperaliya,Gunadasa Amarasekara,978-955-0011-23-298,BR-1,Kandy,22,18,98,34,82,438.8,1
29/01/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-299,BR-2,Colombo,21,26,88,7,94,583.8,1
02/11/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-300,BR-1,Kandy,88,24,86,31,35,2142.4,1
28/05/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-301,BR-2,Colombo,23,30,86,71,35,728.4,1
12/01/2025,Madol Duwa,Sumithra Rahubadda,978-955-0011-23-302,BR-3,Galle,29,20,81,58,54,618.6,1
25/08/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-303,BR-3,Kandy,25,2,71,89,59,93.8,1
22/02/2025,Madol Duwa,Mahinda Prasad Masimbula,978-955-0011-23-304,BR-2,Colombo,48,22,88,33,88,1097.8,1
18/12/2025,Senkottan,Liyanage Amarakeerthi,978-955-0011-23-305,BR-3,Galle,93,4,83,95,64,420.4,1
24/06/2025,Malagiya Attho,Mahanama Thera,978-955-0011-23-306,BR-2,Kandy,33,4,61,32,92,169,1
15/09/2025,Gamperaliya,Mahinda Prasad Masimbula,978-955-0011-23-307,BR-2,Galle,14,11,91,26,38,185,1
25/09/2025,Viragaya,K. Jayatillake,978-955-0011-23-308,BR-2,Kandy,29,2,58,19,82,89.8,1
05/10/2025,Madol Duwa,Maxim Gorky (Trans.),978-955-0011-23-309,BR-2,Galle,6,21,47,83,25,157,1
16/09/2025,Malagiya Attho,Edward Mallawaarachchi,978-955-0011-23-310,BR-1,Colombo,34,27,43,92,36,952.2,1
22/01/2025,Gamperaliya,Chingiz Aitmatov (Trans.),978-955-0011-23-311,BR-2,Kandy,3,29,97,17,43,118.4,1
02/01/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-312,BR-3,Colombo,47,27,42,37,22,1289.2,1
27/08/2025,Madol Duwa,Edward Mallawaarachchi,978-955-0011-23-313,BR-2,Galle,99,29,77,29,33,2898.8,1
21/11/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-314,BR-2,Kandy,32,27,92,44,87,908.6,1
04/07/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-315,BR-3,Galle,78,15,83,35,61,1205.8,1
22/04/2025,Gamperaliya,Ediriweera Sarachchandra,978-955-0011-23-316,BR-2,Kandy,7,19,92,41,32,166,1
09/06/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-317,BR-1,Kandy,40,7,61,91,40,318.4,1
05/01/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-318,BR-3,Galle,100,6,61,66,70,639.4,1
02/10/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-319,BR-1,Kandy,58,10,75,83,86,628.8,1
01/12/2025,Malagiya Attho,P. B. Jayasekara,978-955-0011-23-320,BR-2,Kandy,62,11,100,98,52,732,1
11/09/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-321,BR-3,Galle,91,15,82,65,21,1398.6,1
04/12/2025,Ape Gama,Ediriweera Sarachchandra,978-955-0011-23-322,BR-3,Colombo,97,30,55,99,32,2947.2,1
27/09/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-323,BR-2,Colombo,6,9,87,46,83,97.2,1
18/10/2025,Senkottan,Upul Shantha Sannasgala,978-955-0011-23-324,BR-3,Galle,41,1,75,35,71,77.2,1
16/12/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-325,BR-3,Colombo,52,7,59,85,45,401.8,1
25/03/2025,Viragaya,Mahanama Thera,978-955-0011-23-326,BR-2,Galle,74,8,80,18,89,629.4,1
29/07/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-327,BR-3,Galle,91,29,59,54,82,2678,1
22/02/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-328,BR-1,Galle,24,16,89,94,73,435.2,1
19/06/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-329,BR-3,Galle,30,20,41,56,74,634.2,1
02/06/2025,Senkottan,Prasanna Vithanage (Adapt.),978-955-0011-23-330,BR-2,Galle,75,22,72,6,42,1674,1
23/03/2025,Ape Gama,Upul Shantha Sannasgala,978-955-0011-23-331,BR-1,Galle,11,21,58,24,60,259.4,1
25/08/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-332,BR-1,Colombo,4,12,69,64,60,86.6,1
17/01/2025,Ape Gama,Simon Navagattegama,978-955-0011-23-333,BR-3,Colombo,55,2,99,2,86,147.4,1
18/07/2025,Madol Duwa,Upul Shantha Sannasgala,978-955-0011-23-334,BR-3,Kandy,74,13,75,67,35,997.4,1
07/01/2025,Senkottan,K. Jayatillake,978-955-0011-23-335,BR-1,Galle,72,18,68,52,56,1331.2,1
29/08/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-336,BR-3,Kandy,90,27,72,80,78,2476,1
09/03/2025,Madol Duwa,K. Jayatillake,978-955-0011-23-337,BR-2,Galle,14,8,85,34,42,144.2,1
19/01/2025,Senkottan,Anura Horatious,978-955-0011-23-338,BR-1,Colombo,94,0,76,21,92,37.8,0
03/04/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-339,BR-1,Galle,92,4,91,53,64,409.6,1
18/07/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-340,BR-2,Colombo,97,3,44,0,61,312,1
28/03/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-341,BR-1,Galle,79,19,92,44,47,1537.6,1
09/06/2025,Gamperaliya,Karunasena Jayalath,978-955-0011-23-342,BR-1,Galle,46,28,65,31,70,1321.2,1
16/03/2025,Malagiya Attho,Karunasena Jayalath,978-955-0011-23-343,BR-2,Colombo,83,11,80,15,73,946.6,1
25/11/2025,Madol Duwa,Shanthi Dissanayake,978-955-0011-23-344,BR-1,Galle,23,5,58,23,97,150.6,1
11/03/2025,Madol Duwa,Ediriweera Sarachchandra,978-955-0011-23-345,BR-2,Colombo,6,19,91,42,32,147,1
11/03/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-346,BR-2,Galle,76,9,69,59,83,726.2,1
13/08/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-347,BR-2,Colombo,42,29,62,27,74,1250.6,1
09/05/2025,Madol Duwa,Siri Gunasinghe,978-955-0011-23-348,BR-2,Kandy,67,19,60,4,96,1305,1
26/01/2025,Viragaya,Dharmasena Thera,978-955-0011-23-349,BR-2,Kandy,70,23,79,94,46,1653.8,1
14/02/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-350,BR-1,Kandy,74,15,55,36,66,1141.4,1
03/04/2025,Senkottan,Wimalaratne Kumaragama,978-955-0011-23-351,BR-2,Kandy,35,16,100,24,70,598.8,1
11/03/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-352,BR-3,Galle,49,9,96,85,42,485.6,1
15/02/2025,Viragaya,Anura Horatious,978-955-0011-23-353,BR-2,Galle,52,9,85,2,37,492.8,1
21/09/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-354,BR-3,Galle,54,13,93,52,67,744.4,1
26/06/2025,Viragaya,K. Jayatillake,978-955-0011-23-355,BR-2,Galle,15,26,73,41,42,421.2,1
22/11/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-356,BR-1,Kandy,24,22,81,41,62,564.8,1
